chargeback_id,txn_id,filed_at,reason_code,outcome
CB0079062,T0079062,2026-07-22 11:07:00,credit_not_processed,won
CB0079140,T0079140,2026-04-28 22:49:00,credit_not_processed,pending
CB0079199,T0079199,2026-05-29 00:20:00,product_not_received,pending
CB0079223,T0079223,2026-03-28 00:16:00,product_not_received,won
CB0079251,T0079251,2026-04-18 01:15:00,fraud,lost
CB0079296,T0079296,2026-07-17 01:19:00,product_not_received,won
CB0079302,T0079302,2026-02-20 00:22:00,product_not_received,lost
CB0079407,T0079407,2026-07-26 09:44:00,credit_not_processed,pending
CB0079540,T0079540,2026-04-10 14:47:00,fraud,lost
CB0079660,T0079660,2026-06-11 07:40:00,product_not_received,lost
CB0079666,T0079666,2026-03-18 18:42:00,credit_not_processed,lost
CB0079755,T0079755,2026-01-28 10:04:00,credit_not_processed,won
CB0079781,T0079781,2026-02-18 08:27:00,fraud,pending
CB0079829,T0079829,2026-03-24 08:27:00,duplicate,won
CB0079879,T0079879,2026-02-06 21:00:00,product_not_received,pending
CB0079882,T0079882,2026-01-04 13:44:00,credit_not_processed,won
CB0079898,T0079898,2026-02-02 00:48:00,fraud,pending
CB0079952,T0079952,2026-06-15 11:19:00,fraud,lost
CB0079965,T0079965,2026-06-22 00:51:00,credit_not_processed,lost
